Time,Speed1,E1,N1,Lon1,Lat1,Alt1,Speed2,E2,N2,Lon2,Lat2,Alt2,Speed3,E3,N3,Lon3,Lat3,Alt3,Speed4,E4,N4,Lon4,Lat4,Alt4,Speed5,E5,N5,Lon5,Lat5,Alt5,Speed6,E6,N6,Lon6,Lat6,Alt6,IVS1,IVS2,IVS3,IVS4,IVS5
3.6,11.11966733,-99.33448,-101.4725419,16.8422055,46.89410922,243.98,11.10515549,-110.2056254,-85.45608078,16.84206285,46.89425329,244.444,11.42213229,-122.9610146,-70.23236183,16.84189547,46.89439023,244.6835,11.40238311,-129.7354406,-57.10319663,16.84180657,46.89450833,244.327,11.25732092,-136.2750744,-40.70420355,16.84172076,46.89465585,244.757,11.31300549,-141.3962402,-17.38186173,16.84165356,46.89486564,244.841,15.51794003,17.02899735,10.16920975,13.24474237,18.55485594
3.7,11.11924637,-98.52911042,-102.2493367,16.84221607,46.89410223,243.98,11.10686519,-109.4913332,-86.31361849,16.84207222,46.89424558,244.183,11.42646897,-122.3677575,-71.2071256,16.84190325,46.89438146,244.6835,11.40796149,-129.2555587,-58.1383003,16.84181287,46.89449902,244.595,11.26823287,-135.9381909,-41.77118476,16.84172518,46.89464625,244.835,11.3186602,-141.2460351,-18.50921003,16.84165553,46.8948555,244.841,15.50265851,17.0175863,10.1681326,13.26869288,18.53673011
3.8,11.11942837,-97.71765014,-103.0196237,16.84222672,46.8940953,244.209,11.10850323,-108.7729286,-87.16249769,16.84208165,46.89423794,244.183,11.42951507,-121.7665021,-72.17727544,16.84191114,46.89437274,244.348,11.41335957,-128.7665951,-59.16955469,16.84181929,46.89448975,244.595,11.27346348,-135.5919289,-42.83553261,16.84172972,46.89463668,244.835,11.32363097,-141.0876007,-19.63553341,16.84165761,46.89484537,244.929,15.49102711,17.00199825,10.16698523,13.29258712,18.51890468
3.9,11.12021334,-96.90011067,-103.7833262,16.84223745,46.89408843,244.209,11.11006961,-108.050349,-88.00262705,16.84209113,46.89423038,244.183,11.43127058,-121.1574033,-73.14278981,16.84191914,46.89436405,244.348,11.41857735,-128.2686044,-60.19687679,16.84182582,46.89448051,244.595,11.27301275,-135.2363422,-43.89717545,16.84173439,46.89462713,244.835,11.32791782,-140.9209121,-20.76066913,16.84165979,46.89483525,244.929,15.48302396,16.9823202,10.16575794,13.31641424,18.50148974
4,11.12160129,-96.07650382,-104.5403682,16.84224826,46.89408162,244.209,11.11156434,-107.323502,-88.83394063,16.84210067,46.8942229,244.183,11.43173551,-120.5406159,-74.10364674,16.84192723,46.89435541,244.683,11.42361482,-127.7616447,-61.22018425,16.84183247,46.8944713,244.595,11.26688069,-134.8714866,-44.95604148,16.84173918,46.8946176,244.835,11.33152074,-140.7459429,-21.88445302,16.84166209,46.89482514,244.929,15.47858702,16.95868752,10.16443825,13.34016379,18.48459302
4.1,11.1235922,-95.24684197,-105.2906746,16.84225914,46.89407487,244.033,11.1129874,-106.5922677,-89.65639798,16.84211026,46.89421551,243.744,11.43090986,-119.9162944,-75.05982366,16.84193542,46.89434681,244.683,11.42847199,-127.2457777,-62.23939541,16.84183924,46.89446213,244.595,11.2550673,-134.4974192,-46.01205881,16.84174408,46.8946081,244.835,11.33443973,-140.5626648,-23.00672023,16.8416645,46.89481505,244.929,15.47761524,16.93128227,10.16301102,13.36382557,18.46831914
4.2,11.12571783,-94.41113837,-106.0341715,16.84227011,46.89406818,244.033,11.11437256,-105.8565015,-90.46998415,16.84211992,46.89420819,243.744,11.42879363,-119.2845919,-76.01129714,16.84194371,46.89433825,244.683,11.43309868,-126.7210682,-63.25442936,16.84184613,46.894453,244.595,11.24291552,-134.1141985,-47.0651556,16.84174911,46.89459863,244.985,11.33706821,-140.3710484,-24.12730588,16.84166701,46.89480497,244.929,15.47996985,16.90033141,10.16145855,13.38738949,18.45276883
4.3,11.12750991,-93.56917188,-106.7707397,16.84228116,46.89406156,244.033,11.11575355,-105.1590122,-91.3136711,16.84212907,46.8942006,243.744,11.42538681,-118.6456603,-76.95804268,16.8419521,46.89432973,244.683,11.43744471,-126.1876487,-64.26536049,16.84185313,46.89444391,244.462,11.23576832,-133.7221863,-48.1136957,16.84175426,46.8945892,244.6395,11.33979962,-140.1711323,-25.24493088,16.84166963,46.89479491,244.967,15.48010192,16.8649899,10.15966091,13.41250372,18.43754242
4.4,11.12896845,-92.72126227,-107.5004419,16.84229228,46.89405499,244.033,11.11713039,-104.4221937,-92.16347408,16.84213874,46.89419295,244.18,11.42068941,-117.9996495,-77.90003448,16.84196057,46.89432126,244.27,11.44151009,-125.6455523,-65.27201357,16.84186024,46.89443485,244.462,11.2336257,-133.3221775,-49.15816238,16.84175951,46.8945798,244.6395,11.34263395,-139.962902,-26.36029516,16.84167237,46.89478488,244.967,15.45132751,16.8604016,10.15766174,13.43889002,18.42223201
4.5,11.13009345,-91.86743455,-108.2231371,16.84230349,46.89404849,244.086,11.11850306,-103.6425676,-92.94782628,16.84214897,46.8941859,244.18,11.415863,-117.347814,-78.83667848,16.84196913,46.89431283,244.27,11.4452948,-125.0947749,-66.27386825,16.84186747,46.89442584,244.462,11.23648765,-132.912952,-50.20264904,16.84176488,46.89457041,244.6395,11.34557121,-139.7461416,-27.47343256,16.84167521,46.89477487,244.967,15.44755595,16.83919567,10.15471012,13.46187945,18.41102275
4.6,11.13088491,-91.00739848,-108.9387593,16.84231477,46.89404205,244.086,11.11987156,-102.8494761,-93.66330368,16.84215938,46.89417946,244.18,11.41206915,-116.6888041,-79.76866102,16.84197777,46.89430445,244.511,11.44879886,-124.5356873,-67.27124135,16.84187481,46.89441687,244.462,11.24435418,-132.4939441,-51.24631076,16.84177038,46.89456102,244.6395,11.34861139,-139.5208464,-28.58436863,16.84167817,46.89476487,244.967,15.48861419,16.77885842,10.15198177,13.48213075,18.40325239
4.7,11.13134282,-90.14134862,-109.6471919,16.84232614,46.89403568,244.086,11.12123591,-102.0648127,-94.37506488,16.84216968,46.89417306,244.18,11.40930787,-116.0221297,-80.69703654,16.84198652,46.8942961,244.511,11.45202226,-123.9679135,-68.26417118,16.84188226,46.89440794,244.462,11.25722528,-132.0661815,-52.28373925,16.84177599,46.89455169,244.6395,11.35175449,-139.287343,-29.69260429,16.84168123,46.8947549,244.967,15.53596172,16.71007872,10.15037382,13.50513984,18.39405357
4.8,11.13146719,-89.26929234,-110.3483521,16.84233758,46.89402937,244.086,11.12259609,-101.3109584,-95.09325351,16.84217957,46.8941666,244.18,11.40757915,-115.3494836,-81.62053798,16.84199535,46.89428779,244.511,11.45496501,-123.3918025,-69.25242257,16.84188982,46.89439905,244.6835,11.27510096,-131.6304592,-53.31510032,16.84178171,46.89454241,244.7765,11.35500051,-139.0452346,-30.79844619,16.84168441,46.89474496,245.019,15.59555632,16.62543941,10.14825745,13.53072979,18.38296315
4.9,11.13125802,-88.39128892,-111.0421595,16.8423491,46.89402313,244.086,11.12395212,-100.5582119,-95.82845364,16.84218945,46.89415999,244.19,11.406883,-114.670604,-82.5387091,16.84200426,46.89427953,244.511,11.45762709,-122.8073671,-70.23578514,16.84189749,46.8943902,244.6835,11.29798121,-131.1854877,-54.34645089,16.84178755,46.89453313,244.7765,11.35834946,-138.7945197,-31.90136933,16.8416877,46.89473503,245.019,15.64106785,16.55290713,10.14553505,13.55273706,18.37664422
5,11.13089733,-87.50737973,-111.728537,16.8423607,46.89401696,243.92,11.12529248,-99.76021629,-96.54313483,16.84219992,46.89415356,244.19,11.40721941,-113.9861426,-83.45215386,16.84201324,46.89427132,244.209,11.45950336,-122.214577,-71.21428247,16.84190526,46.8943814,244.348,11.32073001,-130.7318777,-55.37493964,16.8417935,46.89452388,244.7765,11.35927573,-138.5351746,-33.00165256,16.8416911,46.89472514,245.019,15.67280663,16.50057539,10.14227292,13.57402802,18.37192562
5.1,11.13056716,-86.61757771,-112.4074448,16.84237238,46.89401085,243.92,11.12660568,-98.94129944,-97.28517031,16.84221066,46.89414688,244.19,11.40858839,-113.29567,-84.36109662,16.8420223,46.89426314,244.209,11.46008867,-121.6136241,-72.18774436,16.84191315,46.89437264,244.348,11.33821132,-130.2685158,-56.40236387,16.84179958,46.89451464,244.7765,11.35525374,-138.2671553,-34.09883015,16.84169462,46.89471527,245.019,15.66842071,16.48321018,10.13909352,13.5922625,18.37130174
5.2,11.1302675,-85.72194441,-113.0788579,16.84238413,46.89400481,243.92,11.12789173,-98.13793711,-98.03413956,16.8422212,46.89414015,243.98,11.41098993,-112.5993509,-85.26472427,16.84203144,46.89425501,244.444,11.45938302,-121.0047172,-73.15653802,16.84192114,46.89436393,244.348,11.35042515,-129.79578,-57.42380104,16.84180578,46.89450545,244.327,11.34628349,-137.9904714,-35.19308015,16.84169825,46.89470542,245.019,15.66696284,16.46017898,10.13500619,13.61214915,18.36986817
5.3,11.12999836,-84.82056969,-113.7427485,16.84239596,46.89399884,244.173,11.12915061,-97.32664466,-98.76326243,16.84223185,46.89413359,243.98,11.4131768,-111.8972965,-86.16356274,16.84204065,46.89424693,244.444,11.4573864,-120.3875784,-74.12027959,16.84192924,46.89435526,244.348,11.35737149,-129.3155916,-58.43816367,16.84181208,46.89449633,244.595,11.33236496,-137.7051814,-36.28410621,16.84170199,46.89469561,244.757,15.67430493,16.4307631,10.13050066,13.63533837,18.36627108
